gid,timestamp,Date,Zone,Preferred Language (if translator needed)?,City,State,Zipcode,# of Occupants,Are you living here now?,Rent or Own?,Rent or Own? 2,"If not here, where are you staying?",Do you need a safe place to sleep?,Does anyone in your household need food?,Do you have electricity?,Do you have water?,Do you have heat?,Do you have plumbing?,Is the water clean?,Are there children living here?,Are there senior citizens living here?,Are there disabled people living here?,What is your country of origin?,Did you stay at home during Sandy?,Was your house damaged?,Do you have a mold problem?,Do you need help with repairs?,Does anyone in your household need medical attention?,Is anyone at home feeling stressed out?,Does anyone need to speak with a lawyer?,Does anyone need to speak with a lawyer? 2,Did you receive Disaster Food Stamps?,Do you need help with unemployment benefits?,Have you registered with FEMA?,Did you receive a check from FEMA?,Did you receive all the funds you believe you should have received from FEMA?,Did you apply for an SBA loan?,"If you didn’t apply for an SBA loan, was it because you were:",Name of insurers:,Did you file an insurance claim?,Do you have flood insurance?,Have you received your flood insurance payment?,Did the payment cover all repairs?,"If insurance payment was insufficient, or claim denied, did you file an appeal?","If insurance payment was insufficient, or claim denied, did you file an appeal? 2",Would you accept help from an attorney with filing an insurance appeal?,Are you having mortgage problems?,Do you need legal help with lender problems?,Did you receive FEMA rental assistance to help you with leasing a temporary or permanent apartment?,Did you rent out any part of your home pre-Sandy?,Would you be interested in attending a community meeting?,What is your greatest need?,Response,Stickers on house?,"If free non-perishable food was available ongoing in your community, would this be helpful?",Any specific details for medical attention?,Were you told not to register FEMA or not allowed to register with FEMA?,Would you accept help from an attorney for your FEMA appeal?,Was any portion of this house used as a rental unit pre-Sandy?,"If not, do you need FEMA rental assistance to help you with leasing a temporary or permanent apartment?",CONTACT INFO NOTES,BASIC INFO NOTES,FEMA/SBA NOTE,INSURANCE NOTES,HOUSING NOTES,OTHER NOTES,What subject(s) do these additional notes apply to?,Zone Number
SI1_608,2013-02-04T13:47:10Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,YES,,OWN,Family/Friend,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,,YES,YES,YES,YES,YES,YES,,YES,YES,NO,YES,YES,YES,NO,,Allstate,Yes,YES,YES,NO,YES,,YES,YES,NO,YES,,YES,"furniture for kitchen, food and electrical assistance",,,NO,cleaning,NO,YES,NO,YES,,,,,,,,
SI1_609,2013-02-04T13:47:36Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,10305,4,YES,,,,NO,,,,,,,NO,YES,NO,,,YES,NO,YES,NO,,,YES,,,,,,,,,,,,,,,,,,,,,,Completed,,,,,,,,,NEED MONEY FOR REPAIRS - BACK DECK,,,,,,3
SI1_610,2013-02-04T13:48:05Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,YES,,RENT,,,NO,YES,YES,YES,YES,YES,NO,YES,YES,,NO,NO,YES,YES,NO,YES,,NO,NO,NO,YES,YES,NO,NO,,,Yes,NO,,NO,,,,NO,,,,YES,Financial assistance,Completed,,,,NO,NO,NO,,,,,,,,,
SI1_611,2013-02-04T13:48:18Z,,,,Staten Island,NY,10306,4,NO,,OWN,Family/Friend,NO,NO,YES,YES,YES,YES,YES,NO,YES,NO,,NO,YES,NO,NO,NO,YES,,NO,NO,NO,YES,NO,NO,NO,,Adirondack,Yes,NO,NO,NO,NO,,NO,NO,NO,NO,,YES,help with purchasing in needs to complete repair,Completed,Yellow,,,NO,NO,NO,NO,,,,,,,,
SI1_612,2013-02-04T13:48:57Z,2012-01-19T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They will call us,,,,,,,
SI1_613,2013-02-04T13:49:22Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,,4,YES,,OWN,,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,,YES,YES,NO,NO,NO,NO,,NO,NO,NO,YES,YES,YES,NO,,Allstate,Yes,NO,,NO,,,NO,NO,NO,YES,,NO,,Completed,Green,YES,,NO,,YES,,,,,,,,,9
SI1_614,2013-02-04T13:49:22Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,Yellow from Red,,,,,,,,,,,,,,
SI1_615,2013-02-04T13:49:47Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,10306,3,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,,NO,YES,NO,NO,NO,NO,,NO,NO,NO,YES,YES,NO,NO,,,Yes,YES,YES,,,,,NO,,,,YES,Financial assistance,Completed,,YES,,,YES,NO,,,,,,,,,16
SI1_616,2013-02-04T13:50:01Z,,,,,,,,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,NO,YES,YES,,YES,YES,YES,NO,,YES,,YES,,,YES,YES,NO,,,,Yes,NO,,NO,NO,,YES,NO,,,,,Financial assistance,Completed,,,,NO,,,,,,,,,,,
SI1_617,2013-02-04T13:50:21Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,,4,YES,,OWN,,YES,YES,YES,YES,YES,YES,,YES,YES,,,YES,,NO,NO,NO,NO,,NO,,NO,YES,NO,NO,NO,Debt / Financial,Wells Fargo,Yes,NO,,NO,NO,,NO,NO,NO,NO,,,,,,YES,,,NO,YES,NO,,,,,,,,
SI1_618,2013-02-04T13:51:18Z,,A,,Staten Island,NY,,,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,,,,,YES,NO,NO,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,Completed,,NO,,,,,,,,,,,,,
SI1_619,2013-02-04T13:52:17Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,10305,,NO,,,Hotel,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,,NO,YES,NO,YES,NO,YES,,YES,NO,,,,,,,,,,,,,,,,,,,,,Completed,,,,,,,,,NEED MONEY TO REPAIR OUTSIDE AND BASEMENT. RECEIVED $1500 RENTAL ASSISTANCE FROM FEMA.,,,,,,3
SI1_620,2013-02-04T13:52:17Z,,A,,Staten Island,NY,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASKED TO COME BACK IN 1 WK,,,,,,,,,,,,,,,16
SI1_621,2013-02-04T13:52:33Z,,C,,Staten Island,NY,,2,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,,YES,YES,,NO,NO,NO,,NO,NO,NO,YES,YES,NO,,,,No,NO,,NO,,,,,NO,,,,,Completed,None,NO,,NO,,NO,,,,,,,,,
SI1_622,2013-02-04T13:52:35Z,,B,,Staten Island,NY,,,YES,,RENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,,,,,,,,,,,,,,,10
SI1_623,2013-02-04T13:52:45Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,4,YES,,RENT,,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,,YES,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,Unaware,,No,NO,NO,NO,NO,,NO,NO,NO,NO,,NO,,Completed,,NO,,NO,NO,NO,NO,,,,,,,,16
SI1_624,2013-02-04T13:52:46Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,2,YES,,OWN,,YES,NO,YES,YES,YES,YES,NO,NO,YES,NO,,NO,YES,NO,YES,,YES,,NO,NO,NO,YES,YES,NO,NO,Debt / Financial,,Yes,NO,,NO,,,,NO,NO,,,YES,Financial assistance,Completed,,,,NO,,,,,,,,,,,
SI1_625,2013-02-04T13:53:04Z,2012-01-19T00:00:00Z,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
SI1_626,2013-02-04T13:53:42Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,,,,,,,,,,,,,,,16
SI1_627,2013-02-04T13:54:43Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,,YES,YES,YES,YES,NO,YES,,YES,NO,YES,YES,YES,NO,YES,,Hartford,Yes,YES,YES,NO,NO,,NO,NO,YES,YES,,YES,,,,YES,,NO,YES,YES,,*****FIRST FLOOR FLOODED*****,,SBA DENIED,,*****NEEDS HELP WITH BUILDING MATERIALS AND MOLD*****,,,
SI1_628,2013-02-04T13:54:54Z,,A,,Staten Island,NY,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,,,,,,,,,,,,,,,16
SI1_629,2013-02-04T13:55:19Z,,A,,Staten Island,NY,,4,,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,,NO,YES,NO,YES,NO,YES,,NO,NO,NO,YES,YES,,NO,Debt / Financial,Tower Group Ins,Yes,NO,,NO,,,YES,,NO,YES,,YES,Financial assistance,Completed,,YES,,NO,YES,NO,NO,,,,,,,,
SI1_630,2013-02-04T13:55:40Z,,A,,Staten Island,NY,,4,,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,,NO,YES,NO,YES,NO,YES,,NO,NO,NO,YES,YES,,NO,Debt / Financial,Tower Group Ins,Yes,NO,,NO,,,YES,,NO,YES,,YES,Financial assistance,Completed,,YES,,NO,YES,NO,NO,,,,,,,,
SI1_631,2013-02-04T13:55:41Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,,,,,,,,,,,,,,,
SI1_632,2013-02-04T13:56:35Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green,,,,,,,,,,,,,,10
SI1_633,2013-02-04T13:56:37Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,,,,,,,,,,,,,,,
SI1_634,2013-02-04T13:57:17Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,,,,,,,,,,,,,,,
SI1_635,2013-02-04T13:57:24Z,,,,Staten Island,NY,10306,5,YES,,OWN,Family/Friend,NO,YES,YES,YES,YES,YES,NO,YES,,,,YES,YES,YES,YES,NO,YES,,YES,NO,NO,YES,YES,NO,NO,,,Yes,YES,NO,NO,,,YES,NO,NO,YES,,YES,Repairs,,,YES,,NO,YES,NO,NO,,,,,,,,
SI1_636,2013-02-04T13:58:03Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,Green,,,,,,,,,,,,,,10
SI1_637,2013-02-04T13:58:30Z,,A,,Staten Island,NY,,,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,,NO,,YES,NO,NO,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI1_638,2013-02-04T13:58:39Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,10306,1,NO,,RENT,Shelter,NO,NO,YES,YES,,,YES,NO,YES,NO,,YES,YES,NO,YES,NO,YES,,,NO,NO,YES,NO,,YES,,State Farm,Yes,,,,,,,,,,,,,Completed,,YES,,NO,YES,,,SENIOR CITIZEN NEEDS CLOTHES,,,,,,,16
SI1_639,2013-02-04T13:58:59Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,,,,,,,,,,,,,,,
SI1_640,2013-02-04T13:59:49Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,,,,,,,,,,,,,,,
SI1_641,2013-02-04T13:59:49Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,,,,,,,,,,,,,,,10
SI1_642,2013-02-04T14:00:06Z,,,,Staten Island,NY,10306,2,YES,,OWN,,YES,NO,YES,YES,YES,YES,YES,NO,YES,YES,,NO,YES,NO,NO,NO,YES,,YES,NO,NO,YES,YES,NO,YES,,,Yes,NO,,NO,YES,,,NO,NO,YES,,YES,,,,,,NO,YES,NO,,canvass form dated 2/3/13,,"check from FEMA? ""YES"" - only an ""ALLOWANCE FOR LIVING AWAY""",,,,,
SI1_643,2013-02-04T14:00:49Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COME BACK AT 6 PM,,,,,,,,,,,,,,,
SI1_644,2013-02-04T14:01:18Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filled out, no actual survey",,,,,,,,,,,,,,,10
SI1_645,2013-02-04T14:01:37Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,,,,,,,,,,,,,,,
SI1_646,2013-02-04T14:01:42Z,,A,,Staten Island,NY,,4,NO,,OWN,Family/Friend,NO,YES,NO,NO,NO,NO,,NO,NO,NO,,NO,YES,YES,YES,NO,NO,,NO,NO,NO,YES,NO,NO,YES,,,Yes,YES,,NO,NO,,YES,YES,YES,NO,,YES,More time to get house repaired and help with mortgage payments,Completed,,YES,,NO,YES,YES,YES,,,,,,,,
SI1_647,2013-02-04T14:02:03Z,,A,,Staten Island,NY,,,YES,,,,NO,NO,YES,YES,YES,YES,YES,NO,YES,NO,,YES,NO,NO,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI1_648,2013-02-04T14:02:05Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,10306,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Farm,Yes,NO,NO,NO,NO,,YES,NO,NO,NO,,YES,Clothing,,,,,,,YES,YES,,,,,,,,16
SI1_649,2013-02-04T14:02:27Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no info other than address,,,,,,,,,,,,,,,10
SI1_650,2013-02-04T14:02:40Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,,,,,,,,,,,,,,,
SI1_651,2013-02-04T14:03:06Z,,C,,,,,5,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,,YES,YES,NO,NO,NO,NO,,YES,NO,NO,YES,YES,NO,NO,,Narragansett Bay,Yes,NO,,,,,,NO,,,,YES,,Completed,Green from Yellow,,,NO,YES,NO,,"4 adults, 1 child","Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.Need to speak with a lawyer for help with house insurance.

Damage to house was in the basement.",Took car,,,,,
SI1_652,2013-02-04T14:03:16Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,None,,,,,,,,,,,,,,
SI1_653,2013-02-04T14:03:32Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,,,,,,,,,,,,,,,
SI1_654,2013-02-04T14:03:40Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canvasser out of forms,,,,,,,,,,,,,,,10
SI1_655,2013-02-04T14:04:12Z,2012-01-19T00:00:00Z,,,Staten Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,,,,,,,,,,,,,,,
SI1_656,2013-02-04T14:04:21Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,,,,,,,,,,,,,,,
SI1_657,2013-02-04T14:04:27Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_658,2013-02-04T14:05:08Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI1_659,2013-02-04T14:05:15Z,2012-01-19T00:00:00Z,B,,Staten Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no info other than address,,,,,,,,,,,,,,,10
SI1_660,2013-02-04T14:05:21Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,,,,,,,,,,,,,,,
SI1_661,2013-02-04T14:05:28Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_662,2013-02-04T14:05:53Z,,,,Staten Island,NY,10306,3,,,RENT,,NO,YES,YES,,,NO,YES,NO,YES,YES,,YES,YES,NO,NO,NO,YES,,NO,NO,NO,YES,NO,NO,NO,,,No,,,NO,,,NO,NO,NO,NO,,NO,appliance,,,,,NO,NO,NO,NO,,,,,,,,
SI1_663,2013-02-04T14:06:11Z,,A,,Staten Island,NY,,,YES,,,,NO,NO,YES,YES,YES,YES,YES,,YES,,,YES,,NO,,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI1_664,2013-02-04T14:06:19Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,,,,,,,,,,,,,,,
SI1_665,2013-02-04T14:06:24Z,,,Russian,Staten Island,NY,,,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,,YES,YES,YES,YES,NO,YES,,YES,NO,NO,YES,NO,NO,YES,,Castle Point,Yes,YES,NO,NO,NO,,YES,NO,NO,YES,,YES,Repairs,Completed,,YES,,YES,YES,NO,NO,,,,,,,,
SI1_666,2013-02-04T14:06:26Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,None,,,,,,,,,,,,,,
SI1_667,2013-02-04T14:06:40Z,2012-01-19T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI1_668,2013-02-04T14:06:47Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,None,,,,,,,,,,,,,,10
SI1_669,2013-02-04T14:06:57Z,,,,Staten Island,NY,,,YES,,OWN,,,,YES,YES,YES,YES,YES,YES,NO,NO,,YES,YES,NO,NO,NO,NO,,NO,NO,NO,YES,YES,NO,NO,No need,Kensington Ins.,Yes,NO,,,YES,,NO,NO,NO,NO,,YES,Financial assistance,Completed,,,,NO,NO,NO,NO,,,,,,,,
SI1_670,2013-02-04T14:07:14Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,,,,,,,,,,,,,,,
SI1_671,2013-02-04T14:07:20Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,,,,,,,,,,,,,,,
SI1_672,2013-02-04T14:07:37Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,10305,8,YES,,OWN,,NO,NO,YES,YES,YES,YES,NO,,YES,YES,,YES,YES,,NO,NO,YES,,YES,NO,NO,YES,YES,NO,NO,Debt / Financial,Interboro Insurance,Yes,NO,,,,,,NO,NO,NO,,YES,Financial assistance,,,,,NO,YES,NO,NO,2 family home,,,,,,,
SI1_673,2013-02-04T14:07:51Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI1_674,2013-02-04T14:08:09Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_675,2013-02-04T14:08:51Z,2012-01-19T00:00:00Z,,NOT ENGLISH,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEED TRANSLATOR,,,,,,,,,,,,,,,
SI1_676,2013-02-04T14:09:04Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_677,2013-02-04T14:09:14Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI1_678,2013-02-04T14:09:15Z,,A,,Staten Island,NY,,,YES,,OWN,,YES,NO,YES,YES,YES,YES,YES,,,,,,YES,NO,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,
SI1_679,2013-02-04T14:09:23Z,,,,,,,4,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,,YES,YES,NO,NO,,NO,,NO,NO,NO,YES,,,NO,,,Yes,NO,,,,,YES,NO,NO,,,YES,help with basement,Completed,None,,,NO,YES,NO,,,Basement was damaged,,Name of insurer: N/A,,,,
SI1_680,2013-02-04T14:09:40Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,5,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,,YES,YES,YES,YES,NO,YES,,YES,NO,YES,YES,YES,NO,YES,,Hartford,Yes,YES,YES,NO,NO,,NO,NO,YES,YES,,YES,HELP WITH BUILDING MATERIAL CLEANUP AND MOLD,Completed,,YES,,NO,YES,YES,,,FIRST FLOOR FLOODED,RECEIVED ONE FEMA CHECK DENIED SBA LOAN,,RECEIVED FEMA RENTAL ASSISTANCE ONCE,,,16
SI1_681,2013-02-04T14:09:58Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,,,,,,,,,,,,,,,
SI1_682,2013-02-04T14:10:20Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_683,2013-02-04T14:10:33Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,,,,,,,,,,,,,,,16
SI1_684,2013-02-04T14:10:36Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,,,,,,,,,,,,,,,
SI1_685,2013-02-04T14:10:41Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,,,,,,,,,,,,,,,
SI1_686,2013-02-04T14:11:06Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,Green,,,,,,,,,,,,,,16
SI1_687,2013-02-04T14:11:14Z,,,Albanian,Staten Island,NY,,,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,,NO,YES,,YES,NO,YES,,NO,NO,NO,YES,YES,NO,YES,Debt / Financial,Kensington Ins.,Yes,,,,,,,,,,,,,Completed,,,,NO,NO,,,,,rejected,,,,,
SI1_688,2013-02-04T14:11:23Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_689,2013-02-04T14:11:27Z,,A,,Staten Island,NY,10306,2,YES,,OWN,Family/Friend,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,Completed,,YES,,,,,,,needs sheetrock,,,,back page of all survey's (4) done by this canvasser were left blank.,Home Repair,
SI1_690,2013-02-04T14:11:35Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
